Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
2,MTR-APK-0002,Group,Shared Experience,Trip,Travel,Expense,2026-06-16,03:13:25,2026-06-16 03:13:25,24638.31,INR,-24638.31,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-TRIP-0002 | Travel | 24638.31,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0002,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-APK-GROUP-TRIP-0002 | Travel | 24638.31,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3152,MTR-APK-3152,Group,Shared Experience,Trip,Other,Expense,2026-07-25,19:28:28,2026-07-25 19:28:28,25497.5,INR,-25497.5,APK Owner,3,EXACT,MAESTRO-APK-GROUP-TRIP-3152 | Other | 25497.50,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3152,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Other,MAESTRO-APK-GROUP-TRIP-3152 | Other | 25497.50,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3155,MTR-APK-3155,Group,Shared Experience,Wedding,Venue,Expense,2026-02-12,10:25:12,2026-02-12 10:25:12,17764.39,INR,-17764.39,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-WEDDING-3155 | Venue | 17764.39,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3155,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Venue,MAESTRO-APK-GROUP-WEDDING-3155 | Venue | 17764.39,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3158,MTR-APK-3158,Group,Shared Experience,Wedding,Catering,Expense,2026-08-21,19:48:34,2026-08-21 19:48:34,16793.4,INR,-16793.4,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-WEDDING-3158 | Catering | 16793.40,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3158,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Catering,MAESTRO-APK-GROUP-WEDDING-3158 | Catering | 16793.40,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3161,MTR-APK-3161,Group,Shared Experience,Wedding,Decor,Expense,2026-05-30,22:36:53,2026-05-30 22:36:53,24264.81,INR,-24264.81,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-3161 | Decor | 24264.81,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3161,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Decor,MAESTRO-APK-GROUP-WEDDING-3161 | Decor | 24264.81,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3164,MTR-APK-3164,Group,Shared Experience,Wedding,Travel,Expense,2026-06-16,16:23:08,2026-06-16 16:23:08,26270.2,INR,-26270.2,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-WEDDING-3164 | Travel | 26270.20,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3164,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Travel,MAESTRO-APK-GROUP-WEDDING-3164 | Travel | 26270.20,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3167,MTR-APK-3167,Group,Shared Experience,Wedding,Gifts,Expense,2025-10-11,22:38:13,2025-10-11 22:38:13,27851.86,INR,-27851.86,APK Meera,3,SHARES,MAESTRO-APK-GROUP-WEDDING-3167 | Gifts | 27851.86,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3167,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Gifts,MAESTRO-APK-GROUP-WEDDING-3167 | Gifts | 27851.86,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3170,MTR-APK-3170,Group,Shared Experience,Wedding,Photography,Expense,2026-06-26,09:46:48,2026-06-26 09:46:48,21875.71,INR,-21875.71,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-WEDDING-3170 | Photography | 21875.71,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3170,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Photography,MAESTRO-APK-GROUP-WEDDING-3170 | Photography | 21875.71,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3173,MTR-APK-3173,Group,Shared Experience,Wedding,Other,Expense,2026-08-16,14:59:31,2026-08-16 14:59:31,10996.09,INR,-10996.09,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-3173 | Other | 10996.09,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3173,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-APK-GROUP-WEDDING-3173 | Other | 10996.09,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3176,MTR-APK-3176,Group,Shared Experience,Office Outing,Food,Expense,2026-02-22,13:05:15,2026-02-22 13:05:15,4906.74,INR,-4906.74,APK Meera,3,EXACT,MAESTRO-APK-GROUP-OFFICE_OUTING-3176 | Food | 4906.74,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3176,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Food,MAESTRO-APK-GROUP-OFFICE_OUTING-3176 | Food | 4906.74,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3179,MTR-APK-3179,Group,Shared Experience,Office Outing,Travel,Expense,2026-08-31,05:23:25,2026-08-31 05:23:25,17617.36,INR,-17617.36,APK Owner,3,SHARES,MAESTRO-APK-GROUP-OFFICE_OUTING-3179 | Travel | 17617.36,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3179,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Travel,MAESTRO-APK-GROUP-OFFICE_OUTING-3179 | Travel | 17617.36,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3182,MTR-APK-3182,Group,Shared Experience,Office Outing,Activities,Expense,2026-03-17,13:48:22,2026-03-17 13:48:22,99.99,INR,-99.99,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-OFFICE_OUTING-3182 | Activities | 99.99,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3182,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Activities,MAESTRO-APK-GROUP-OFFICE_OUTING-3182 | Activities | 99.99,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3185,MTR-APK-3185,Group,Shared Experience,Office Outing,Venue,Expense,2025-09-02,14:06:12,2025-09-02 14:06:12,3349.16,INR,-3349.16,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-OFFICE_OUTING-3185 | Venue | 3349.16,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3185,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Venue,MAESTRO-APK-GROUP-OFFICE_OUTING-3185 | Venue | 3349.16,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3188,MTR-APK-3188,Group,Shared Experience,Office Outing,Other,Expense,2025-09-04,12:58:04,2025-09-04 12:58:04,11771.08,INR,-11771.08,APK Owner,3,EXACT,MAESTRO-APK-GROUP-OFFICE_OUTING-3188 | Other | 11771.08,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3188,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Other,MAESTRO-APK-GROUP-OFFICE_OUTING-3188 | Other | 11771.08,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3191,MTR-APK-3191,Group,Shared Experience,House Party,Food,Expense,2026-07-10,00:54:16,2026-07-10 00:54:16,17932.75,INR,-17932.75,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-HOUSE_PARTY-3191 | Food | 17932.75,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3191,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Food,MAESTRO-APK-GROUP-HOUSE_PARTY-3191 | Food | 17932.75,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3194,MTR-APK-3194,Group,Shared Experience,House Party,Drinks,Expense,2026-01-25,19:30:23,2026-01-25 19:30:23,4029.51,INR,-4029.51,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-HOUSE_PARTY-3194 | Drinks | 4029.51,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3194,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Drinks,MAESTRO-APK-GROUP-HOUSE_PARTY-3194 | Drinks | 4029.51,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3197,MTR-APK-3197,Group,Shared Experience,House Party,Decor,Expense,2026-05-17,07:08:41,2026-05-17 07:08:41,19012.85,INR,-19012.85,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-HOUSE_PARTY-3197 | Decor | 19012.85,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3197,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Decor,MAESTRO-APK-GROUP-HOUSE_PARTY-3197 | Decor | 19012.85,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3200,MTR-APK-3200,Group,Shared Experience,House Party,Supplies,Expense,2025-10-08,03:51:03,2025-10-08 03:51:03,13856.86,INR,-13856.86,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-HOUSE_PARTY-3200 | Supplies | 13856.86,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3200,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Supplies,MAESTRO-APK-GROUP-HOUSE_PARTY-3200 | Supplies | 13856.86,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3203,MTR-APK-3203,Group,Shared Experience,House Party,Other,Expense,2026-08-17,23:09:02,2026-08-17 23:09:02,20363.3,INR,-20363.3,APK Meera,3,SHARES,MAESTRO-APK-GROUP-HOUSE_PARTY-3203 | Other | 20363.30,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3203,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-APK-GROUP-HOUSE_PARTY-3203 | Other | 20363.30,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3206,MTR-APK-3206,Group,Shared Purchase,Gift Pool,Contribution,Contribution,2026-02-27,00:27:16,2026-02-27 00:27:16,10464.18,INR,10464.18,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-GIFT_POOL-3206 | Contribution | 10464.18,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3206,android,G05,GIFT_POOL,Contribute,G05:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.equal,Contribution,MAESTRO-APK-GROUP-GIFT_POOL-3206 | Contribution | 10464.18,JOINED,
3209,MTR-APK-3209,Group,Shared Purchase,Gift Pool,Gift Purchase,Expense,2026-08-16,01:43:41,2026-08-16 01:43:41,16466.99,INR,-16466.99,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-GIFT_POOL-3209 | Gift Purchase | 16466.99,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3209,android,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Gift Purchase,MAESTRO-APK-GROUP-GIFT_POOL-3209 | Gift Purchase | 16466.99,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3212,MTR-APK-3212,Group,Shared Purchase,Gift Pool,Delivery,Expense,2026-04-03,12:48:00,2026-04-03 12:48:00,12824.15,INR,-12824.15,APK Meera,3,EXACT,MAESTRO-APK-GROUP-GIFT_POOL-3212 | Delivery | 12824.15,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3212,android,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Delivery,MAESTRO-APK-GROUP-GIFT_POOL-3212 | Delivery | 12824.15,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3215,MTR-APK-3215,Group,Shared Purchase,Gift Pool,Other,Expense,2026-04-24,19:36:26,2026-04-24 19:36:26,25888.43,INR,-25888.43,APK Owner,3,SHARES,MAESTRO-APK-GROUP-GIFT_POOL-3215 | Other | 25888.43,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3215,android,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-APK-GROUP-GIFT_POOL-3215 | Other | 25888.43,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3218,MTR-APK-3218,Group,Shared Purchase,Purchase,Item,Expense,2026-01-24,08:29:23,2026-01-24 08:29:23,10931.53,INR,-10931.53,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-PURCHASE-3218 | Item | 10931.53,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3218,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Item,MAESTRO-APK-GROUP-PURCHASE-3218 | Item | 10931.53,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3221,MTR-APK-3221,Group,Shared Purchase,Purchase,Shipping,Expense,2026-02-04,18:21:25,2026-02-04 18:21:25,12328.34,INR,-12328.34,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-PURCHASE-3221 | Shipping | 12328.34,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3221,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Shipping,MAESTRO-APK-GROUP-PURCHASE-3221 | Shipping | 12328.34,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3224,MTR-APK-3224,Group,Shared Purchase,Purchase,Tax,Expense,2025-09-10,15:43:47,2025-09-10 15:43:47,24127.13,INR,-24127.13,APK Owner,3,EXACT,MAESTRO-APK-GROUP-PURCHASE-3224 | Tax | 24127.13,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3224,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Tax,MAESTRO-APK-GROUP-PURCHASE-3224 | Tax | 24127.13,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3227,MTR-APK-3227,Group,Shared Purchase,Purchase,Other,Expense,2025-10-24,16:27:26,2025-10-24 16:27:26,21375.27,INR,-21375.27,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-PURCHASE-3227 | Other | 21375.27,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3227,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-APK-GROUP-PURCHASE-3227 | Other | 21375.27,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3230,MTR-APK-3230,Group,Shared Purchase,Assets,Purchase,Expense,2025-10-12,19:30:57,2025-10-12 19:30:57,22412.83,INR,-22412.83,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-ASSETS-3230 | Purchase | 22412.83,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3230,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Purchase,MAESTRO-APK-GROUP-ASSETS-3230 | Purchase | 22412.83,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3233,MTR-APK-3233,Group,Shared Purchase,Assets,Maintenance,Expense,2025-09-26,09:27:24,2025-09-26 09:27:24,19336.51,INR,-19336.51,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-ASSETS-3233 | Maintenance | 19336.51,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3233,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Maintenance,MAESTRO-APK-GROUP-ASSETS-3233 | Maintenance | 19336.51,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3236,MTR-APK-3236,Group,Shared Purchase,Assets,Repair,Expense,2026-06-28,07:40:52,2026-06-28 07:40:52,16591.92,INR,-16591.92,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-ASSETS-3236 | Repair | 16591.92,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3236,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Repair,MAESTRO-APK-GROUP-ASSETS-3236 | Repair | 16591.92,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3239,MTR-APK-3239,Group,Shared Purchase,Assets,Insurance,Expense,2025-11-08,23:20:36,2025-11-08 23:20:36,15566.77,INR,-15566.77,APK Meera,3,SHARES,MAESTRO-APK-GROUP-ASSETS-3239 | Insurance | 15566.77,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3239,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Insurance,MAESTRO-APK-GROUP-ASSETS-3239 | Insurance | 15566.77,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3242,MTR-APK-3242,Group,Shared Purchase,Assets,Other,Expense,2026-05-26,22:29:36,2026-05-26 22:29:36,9035.56,INR,-9035.56,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-ASSETS-3242 | Other | 9035.56,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3242,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-APK-GROUP-ASSETS-3242 | Other | 9035.56,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3245,MTR-APK-3245,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2025-10-28,08:30:53,2025-10-28 08:30:53,27346.86,INR,-27346.86,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-3245 | Custom Expense | 27346.86,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3245,android,G08,COMMUNITY_PURCHASE,Expense,G08:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Custom Expense,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-3245 | Custom Expense | 27346.86,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3248,MTR-APK-3248,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2026-08-21,03:37:15,2026-08-21 03:37:15,16950.5,INR,16950.5,APK Meera,3,EXACT,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-3248 | Custom Contribution | 16950.50,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3248,android,G08,COMMUNITY_PURCHASE,Contribute,G08:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.exact,Custom Contribution,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-3248 | Custom Contribution | 16950.50,JOINED,
3251,MTR-APK-3251,Group,Shared Living,Flatmates,Rent,Expense,2026-06-24,02:23:24,2026-06-24 02:23:24,17980.24,INR,-17980.24,APK Owner,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-3251 | Rent | 17980.24,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3251,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Rent,MAESTRO-APK-GROUP-FLATMATES-3251 | Rent | 17980.24,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3254,MTR-APK-3254,Group,Shared Living,Flatmates,Utilities,Expense,2026-05-08,16:09:12,2026-05-08 16:09:12,1465.62,INR,-1465.62,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-FLATMATES-3254 | Utilities | 1465.62,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3254,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Utilities,MAESTRO-APK-GROUP-FLATMATES-3254 | Utilities | 1465.62,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3257,MTR-APK-3257,Group,Shared Living,Flatmates,Groceries,Expense,2026-02-13,04:06:42,2026-02-13 04:06:42,22143.04,INR,-22143.04,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-FLATMATES-3257 | Groceries | 22143.04,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3257,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Groceries,MAESTRO-APK-GROUP-FLATMATES-3257 | Groceries | 22143.04,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3260,MTR-APK-3260,Group,Shared Living,Flatmates,Internet,Expense,2026-08-27,01:37:31,2026-08-27 01:37:31,28658.01,INR,-28658.01,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FLATMATES-3260 | Internet | 28658.01,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3260,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Internet,MAESTRO-APK-GROUP-FLATMATES-3260 | Internet | 28658.01,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3263,MTR-APK-3263,Group,Shared Living,Flatmates,House Supplies,Expense,2026-03-05,19:20:40,2026-03-05 19:20:40,23670.42,INR,-23670.42,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-3263 | House Supplies | 23670.42,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3263,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,House Supplies,MAESTRO-APK-GROUP-FLATMATES-3263 | House Supplies | 23670.42,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
