Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key
1,MTR-APK-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-07-10,13:10:57,2026-07-10 13:10:57,16337.79,INR,-16337.79,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0001
2921,MTR-APK-2921,Group,Shared Living,Shared Living,Rent,Expense,2025-11-08,01:22:42,2025-11-08 01:22:42,1858.98,INR,-1858.98,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-2921 | Rent | 1858.98,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2921
2922,MTR-APK-2922,Business,Business,Business Runway,Funding,Income,2025-10-18,13:27:48,2025-10-18 13:27:48,135871.55,INR,135871.55,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2922 | Funding | 135871.55,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2922
2923,MTR-APK-2923,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-08-07,07:31:03,2026-08-07 07:31:03,1.0,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2923 | Emergency Fund | 1.00,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2923
2924,MTR-APK-2924,Group,Shared Living,Shared Living,Utilities,Expense,2026-08-08,14:04:50,2026-08-08 14:04:50,13193.11,INR,-13193.11,APK Meera,3,EXACT,MAESTRO-APK-GROUP-SHARED_LIVING-2924 | Utilities | 13193.11,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2924
2925,MTR-APK-2925,Business,Business,Business Runway,Revenue,Income,2026-07-20,02:09:17,2026-07-20 02:09:17,64754.87,INR,64754.87,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2925 | Revenue | 64754.87,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2925
2926,MTR-APK-2926,Personal,Personal,Future Building,Investments,Investment,2025-09-08,05:05:33,2025-09-08 05:05:33,14473.2,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2926 | Investments | 14473.20,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2926
2927,MTR-APK-2927,Group,Shared Living,Shared Living,Groceries,Expense,2026-04-27,15:51:35,2026-04-27 15:51:35,24864.79,INR,-24864.79,APK Owner,3,SHARES,MAESTRO-APK-GROUP-SHARED_LIVING-2927 | Groceries | 24864.79,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2927
2928,MTR-APK-2928,Business,Business,Business Runway,Burn,Expense,2026-02-23,01:10:32,2026-02-23 01:10:32,69662.45,INR,-69662.45,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2928 | Burn | 69662.45,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2928
2929,MTR-APK-2929,Personal,Personal,Future Building,Education,Expense,2025-09-30,23:39:16,2025-09-30 23:39:16,13049.92,INR,-13049.92,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2929 | Education | 13049.92,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2929
2930,MTR-APK-2930,Group,Shared Living,Shared Living,Maintenance,Expense,2026-06-16,13:07:32,2026-06-16 13:07:32,14902.83,INR,-14902.83,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-SHARED_LIVING-2930 | Maintenance | 14902.83,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2930
2931,MTR-APK-2931,Business,Business,Business Runway,Reserve,Transfer,2026-05-28,16:44:49,2026-05-28 16:44:49,118702.12,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2931 | Reserve | 118702.12,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2931
2932,MTR-APK-2932,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-07-28,07:32:33,2026-07-28 07:32:33,8645.03,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2932 | Goal Contribution | 8645.03,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2932
2933,MTR-APK-2933,Group,Shared Living,Shared Living,Other,Expense,2026-03-10,23:19:04,2026-03-10 23:19:04,26498.53,INR,-26498.53,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-2933 | Other | 26498.53,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2933
2934,MTR-APK-2934,Business,Business,Business Runway,Loan,Income,2026-01-13,02:43:38,2026-01-13 02:43:38,162547.55,INR,162547.55,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2934 | Loan | 162547.55,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2934
2935,MTR-APK-2935,Personal,Personal,Lifestyle,Dining,Expense,2026-06-25,20:06:58,2026-06-25 20:06:58,2988.18,INR,-2988.18,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2935 | Dining | 2988.18,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2935
2936,MTR-APK-2936,Group,Shared Living,Family Household,Rent,Expense,2025-09-20,10:25:54,2025-09-20 10:25:54,26119.1,INR,-26119.1,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2936 | Rent | 26119.10,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2936
2937,MTR-APK-2937,Business,Business,Business Runway,Investment,Income,2026-03-28,17:12:50,2026-03-28 17:12:50,166426.28,INR,166426.28,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2937 | Investment | 166426.28,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2937
2938,MTR-APK-2938,Personal,Personal,Lifestyle,Shopping,Expense,2026-04-03,13:27:01,2026-04-03 13:27:01,19145.89,INR,-19145.89,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2938 | Shopping | 19145.89,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2938
2939,MTR-APK-2939,Group,Shared Living,Family Household,Groceries,Expense,2026-08-30,02:40:01,2026-08-30 02:40:01,13838.2,INR,-13838.2,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2939 | Groceries | 13838.20,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2939
2940,MTR-APK-2940,Business,Business,Business Operations,Software,Expense,2026-08-31,23:20:34,2026-08-31 23:20:34,126602.49,INR,-126602.49,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2940 | Software | 126602.49,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2940
2941,MTR-APK-2941,Personal,Personal,Lifestyle,Entertainment,Expense,2025-11-02,23:21:19,2025-11-02 23:21:19,890.93,INR,-890.93,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2941 | Entertainment | 890.93,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2941
2942,MTR-APK-2942,Group,Shared Living,Family Household,Transport,Expense,2026-07-31,16:09:33,2026-07-31 16:09:33,14845.53,INR,-14845.53,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2942 | Transport | 14845.53,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2942
2943,MTR-APK-2943,Business,Business,Business Operations,Rent,Expense,2025-11-12,07:58:30,2025-11-12 07:58:30,48648.92,INR,-48648.92,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2943 | Rent | 48648.92,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2943
2944,MTR-APK-2944,Personal,Personal,Lifestyle,Travel,Expense,2026-01-15,17:44:40,2026-01-15 17:44:40,10446.17,INR,-10446.17,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2944 | Travel | 10446.17,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2944
2945,MTR-APK-2945,Group,Shared Living,Family Household,Bills,Expense,2025-09-20,23:27:39,2025-09-20 23:27:39,8621.35,INR,-8621.35,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2945 | Bills | 8621.35,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2945
2946,MTR-APK-2946,Business,Business,Business Operations,Marketing,Expense,2025-10-17,12:39:23,2025-10-17 12:39:23,115157.7,INR,-115157.7,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2946 | Marketing | 115157.70,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2946
2947,MTR-APK-2947,Personal,Personal,Lifestyle,Fitness,Expense,2026-07-20,21:25:37,2026-07-20 21:25:37,47.57,INR,-47.57,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2947 | Fitness | 47.57,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2947
2948,MTR-APK-2948,Group,Shared Living,Family Household,Utilities,Expense,2026-04-13,16:15:48,2026-04-13 16:15:48,7142.48,INR,-7142.48,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2948 | Utilities | 7142.48,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2948
2949,MTR-APK-2949,Business,Business,Business Operations,Legal,Expense,2026-05-14,01:25:25,2026-05-14 01:25:25,100737.91,INR,-100737.91,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2949 | Legal | 100737.91,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2949
2950,MTR-APK-2950,Personal,Personal,Lifestyle,Hobbies,Expense,2026-04-23,06:47:57,2026-04-23 06:47:57,13413.37,INR,-13413.37,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2950 | Hobbies | 13413.37,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2950
2951,MTR-APK-2951,Group,Shared Living,Family Household,Healthcare,Expense,2025-11-13,13:59:26,2025-11-13 13:59:26,18091.88,INR,-18091.88,APK Meera,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2951 | Healthcare | 18091.88,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2951
2952,MTR-APK-2952,Business,Business,Business Operations,Accounting,Expense,2026-04-27,16:08:01,2026-04-27 16:08:01,95579.74,INR,-95579.74,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2952 | Accounting | 95579.74,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2952
2953,MTR-APK-2953,Personal,Personal,Relationships,Gifts,Expense,2025-10-05,13:31:18,2025-10-05 13:31:18,12249.45,INR,-12249.45,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2953 | Gifts | 12249.45,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2953
2954,MTR-APK-2954,Group,Shared Living,Custom Living,Custom Expense,Expense,2025-09-25,02:54:58,2025-09-25 02:54:58,23598.67,INR,-23598.67,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-CUSTOM_LIVING-2954 | Custom Expense | 23598.67,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2954
2955,MTR-APK-2955,Business,Business,Business Operations,Equipment,Expense,2026-03-05,03:48:51,2026-03-05 03:48:51,59890.69,INR,-59890.69,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2955 | Equipment | 59890.69,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2955
2956,MTR-APK-2956,Personal,Personal,Relationships,Dates,Expense,2025-11-30,13:36:17,2025-11-30 13:36:17,6852.67,INR,-6852.67,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2956 | Dates | 6852.67,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2956
2957,MTR-APK-2957,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2026-05-08,13:26:43,2026-05-08 13:26:43,19850.03,INR,19850.03,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-CUSTOM_LIVING-2957 | Custom Contribution | 19850.03,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2957
2958,MTR-APK-2958,Business,Business,Business Operations,Vendor,Expense,2026-04-10,17:31:59,2026-04-10 17:31:59,168068.6,INR,-168068.6,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2958 | Vendor | 168068.60,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2958
2959,MTR-APK-2959,Personal,Personal,Relationships,Family,Expense,2026-04-21,11:13:29,2026-04-21 11:13:29,2578.08,INR,-2578.08,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2959 | Family | 2578.08,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2959
2960,MTR-APK-2960,Group,Shared Experience,Trip,Travel,Expense,2025-10-10,09:15:58,2025-10-10 09:15:58,99.99,INR,-99.99,APK Meera,3,EXACT,MAESTRO-APK-GROUP-TRIP-2960 | Travel | 99.99,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2960
2961,MTR-APK-2961,Business,Business,Business Operations,Tax,Expense,2026-01-22,19:28:37,2026-01-22 19:28:37,136290.59,INR,-136290.59,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2961 | Tax | 136290.59,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2961
2962,MTR-APK-2962,Personal,Personal,Relationships,Friends,Expense,2026-05-17,10:10:51,2026-05-17 10:10:51,12836.64,INR,-12836.64,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2962 | Friends | 12836.64,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2962
2963,MTR-APK-2963,Group,Shared Experience,Trip,Stay,Expense,2026-02-15,07:15:01,2026-02-15 07:15:01,19812.88,INR,-19812.88,APK Owner,3,SHARES,MAESTRO-APK-GROUP-TRIP-2963 | Stay | 19812.88,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2963
2964,MTR-APK-2964,Business,Business,Team Operations,Payroll,Expense,2026-06-13,19:56:23,2026-06-13 19:56:23,142992.12,INR,-142992.12,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2964 | Payroll | 142992.12,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2964
2965,MTR-APK-2965,Personal,Personal,Relationships,Celebrations,Expense,2025-09-21,22:18:21,2025-09-21 22:18:21,6016.16,INR,-6016.16,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2965 | Celebrations | 6016.16,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2965
2966,MTR-APK-2966,Group,Shared Experience,Trip,Food,Expense,2026-08-22,02:50:07,2026-08-22 02:50:07,4152.16,INR,-4152.16,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-TRIP-2966 | Food | 4152.16,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2966
2967,MTR-APK-2967,Business,Business,Team Operations,Contractor,Expense,2026-07-04,12:46:17,2026-07-04 12:46:17,124016.47,INR,-124016.47,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2967 | Contractor | 124016.47,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2967
2968,MTR-APK-2968,Personal,Personal,Life Operations,Groceries,Expense,2026-04-11,22:16:07,2026-04-11 22:16:07,11730.46,INR,-11730.46,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2968 | Groceries | 11730.46,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2968
2969,MTR-APK-2969,Group,Shared Experience,Trip,Local Transport,Expense,2026-06-21,22:03:25,2026-06-21 22:03:25,7644.64,INR,-7644.64,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-TRIP-2969 | Local Transport | 7644.64,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2969
2970,MTR-APK-2970,Business,Business,Team Operations,Hiring,Expense,2026-01-09,09:26:16,2026-01-09 09:26:16,140025.49,INR,-140025.49,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2970 | Hiring | 140025.49,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2970
2971,MTR-APK-2971,Personal,Personal,Life Operations,Rent,Expense,2025-12-09,13:15:08,2025-12-09 13:15:08,7449.76,INR,-7449.76,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2971 | Rent | 7449.76,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2971
2972,MTR-APK-2972,Group,Shared Experience,Trip,Activities,Expense,2025-10-23,02:01:35,2025-10-23 02:01:35,2580.6,INR,-2580.6,APK Owner,3,EXACT,MAESTRO-APK-GROUP-TRIP-2972 | Activities | 2580.60,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2972
2973,MTR-APK-2973,Business,Business,Team Operations,Team Meal,Expense,2026-01-28,15:11:17,2026-01-28 15:11:17,61958.62,INR,-61958.62,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2973 | Team Meal | 61958.62,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2973
2974,MTR-APK-2974,Personal,Personal,Life Operations,Bills,Expense,2025-11-30,23:14:02,2025-11-30 23:14:02,987.68,INR,-987.68,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2974 | Bills | 987.68,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2974
2975,MTR-APK-2975,Group,Shared Experience,Trip,Shopping,Expense,2025-11-27,15:42:53,2025-11-27 15:42:53,28842.77,INR,-28842.77,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-TRIP-2975 | Shopping | 28842.77,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2975
2976,MTR-APK-2976,Business,Business,Team Operations,Travel,Expense,2025-10-26,11:19:34,2025-10-26 11:19:34,102424.75,INR,-102424.75,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2976 | Travel | 102424.75,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2976
2977,MTR-APK-2977,Personal,Personal,Life Operations,Transport,Expense,2026-06-06,20:59:11,2026-06-06 20:59:11,7655.07,INR,-7655.07,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2977 | Transport | 7655.07,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2977
2978,MTR-APK-2978,Group,Shared Experience,Trip,Other,Expense,2026-07-05,19:23:10,2026-07-05 19:23:10,15958.9,INR,-15958.9,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-TRIP-2978 | Other | 15958.90,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2978
2979,MTR-APK-2979,Business,Business,Team Operations,Training,Expense,2026-02-25,15:42:17,2026-02-25 15:42:17,126893.11,INR,-126893.11,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2979 | Training | 126893.11,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2979
2980,MTR-APK-2980,Personal,Personal,Life Operations,Healthcare,Expense,2026-07-08,11:58:26,2026-07-08 11:58:26,18292.66,INR,-18292.66,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2980 | Healthcare | 18292.66,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2980
2981,MTR-APK-2981,Group,Shared Experience,Wedding,Venue,Expense,2025-11-12,08:55:21,2025-11-12 08:55:21,21870.71,INR,-21870.71,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-2981 | Venue | 21870.71,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2981
2982,MTR-APK-2982,Business,Business,Team Operations,Tools,Expense,2025-12-27,21:44:19,2025-12-27 21:44:19,120925.65,INR,-120925.65,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2982 | Tools | 120925.65,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2982
2983,MTR-APK-2983,Personal,Personal,Life Operations,Subscriptions,Expense,2025-10-14,09:15:53,2025-10-14 09:15:53,18914.53,INR,-18914.53,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2983 | Subscriptions | 18914.53,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2983
2984,MTR-APK-2984,Group,Shared Experience,Wedding,Catering,Expense,2026-01-24,05:17:08,2026-01-24 05:17:08,9399.58,INR,-9399.58,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-WEDDING-2984 | Catering | 9399.58,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2984
2985,MTR-APK-2985,Business,Business,Business Runway,Funding,Income,2026-08-11,23:07:17,2026-08-11 23:07:17,150516.35,INR,150516.35,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2985 | Funding | 150516.35,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2985
2986,MTR-APK-2986,Personal,Personal,Life Operations,Repairs,Expense,2026-03-30,00:10:29,2026-03-30 00:10:29,6921.16,INR,-6921.16,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2986 | Repairs | 6921.16,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2986
2987,MTR-APK-2987,Group,Shared Experience,Wedding,Decor,Expense,2025-12-04,02:45:32,2025-12-04 02:45:32,4239.88,INR,-4239.88,APK Meera,3,SHARES,MAESTRO-APK-GROUP-WEDDING-2987 | Decor | 4239.88,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2987
2988,MTR-APK-2988,Business,Business,Business Runway,Revenue,Income,2026-05-27,11:54:27,2026-05-27 11:54:27,113244.86,INR,113244.86,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2988 | Revenue | 113244.86,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2988
2989,MTR-APK-2989,Personal,Personal,Future Building,Savings,Transfer,2026-03-30,21:17:41,2026-03-30 21:17:41,11012.81,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2989 | Savings | 11012.81,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2989
2990,MTR-APK-2990,Group,Shared Experience,Wedding,Travel,Expense,2026-03-30,06:46:11,2026-03-30 06:46:11,8356.73,INR,-8356.73,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-WEDDING-2990 | Travel | 8356.73,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2990
2991,MTR-APK-2991,Business,Business,Business Runway,Burn,Expense,2026-08-01,11:50:14,2026-08-01 11:50:14,145187.64,INR,-145187.64,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2991 | Burn | 145187.64,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2991
2992,MTR-APK-2992,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-01-02,09:44:13,2026-01-02 09:44:13,11622.3,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2992 | Emergency Fund | 11622.30,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2992
2993,MTR-APK-2993,Group,Shared Experience,Wedding,Gifts,Expense,2026-05-31,21:13:04,2026-05-31 21:13:04,11817.26,INR,-11817.26,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-2993 | Gifts | 11817.26,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2993
2994,MTR-APK-2994,Business,Business,Business Runway,Reserve,Transfer,2025-11-04,12:28:07,2025-11-04 12:28:07,16429.65,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2994 | Reserve | 16429.65,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2994
2995,MTR-APK-2995,Personal,Personal,Future Building,Investments,Investment,2025-10-12,00:32:11,2025-10-12 00:32:11,14436.06,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2995 | Investments | 14436.06,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2995
2996,MTR-APK-2996,Group,Shared Experience,Wedding,Photography,Expense,2025-10-07,13:26:43,2025-10-07 13:26:43,3834.61,INR,-3834.61,APK Meera,3,EXACT,MAESTRO-APK-GROUP-WEDDING-2996 | Photography | 3834.61,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2996
2997,MTR-APK-2997,Business,Business,Business Runway,Loan,Income,2026-07-06,04:00:58,2026-07-06 04:00:58,100.0,INR,100.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2997 | Loan | 100.00,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2997
2998,MTR-APK-2998,Personal,Personal,Future Building,Education,Expense,2026-02-09,14:44:34,2026-02-09 14:44:34,1248.1,INR,-1248.1,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2998 | Education | 1248.10,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2998
2999,MTR-APK-2999,Group,Shared Experience,Wedding,Other,Expense,2026-07-05,04:13:12,2026-07-05 04:13:12,14561.86,INR,-14561.86,APK Owner,3,SHARES,MAESTRO-APK-GROUP-WEDDING-2999 | Other | 14561.86,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-2999
3000,MTR-APK-3000,Business,Business,Business Runway,Investment,Income,2026-08-02,01:01:05,2026-08-02 01:01:05,159219.1,INR,159219.1,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3000 | Investment | 159219.10,Android,B60,HIGH_2501_3000,CREATED,idem-20260902-apk-3000
3001,MTR-APK-3001,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-08-03,11:37:53,2026-08-03 11:37:53,11510.12,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-3001 | Goal Contribution | 11510.12,Android,B61,STRESS_3001_3500,CREATED,idem-20260902-apk-3001
3002,MTR-APK-3002,Group,Shared Experience,Office Outing,Food,Expense,2026-02-07,00:27:18,2026-02-07 00:27:18,13894.27,INR,-13894.27,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-OFFICE_OUTING-3002 | Food | 13894.27,Android,B61,STRESS_3001_3500,CREATED,idem-20260902-apk-3002
3003,MTR-APK-3003,Business,Business,Business Operations,Software,Expense,2026-03-20,02:49:14,2026-03-20 02:49:14,97940.39,INR,-97940.39,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3003 | Software | 97940.39,Android,B61,STRESS_3001_3500,CREATED,idem-20260902-apk-3003
3004,MTR-APK-3004,Personal,Personal,Lifestyle,Dining,Expense,2026-08-04,07:08:07,2026-08-04 07:08:07,16471.75,INR,-16471.75,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-3004 | Dining | 16471.75,Android,B61,STRESS_3001_3500,CREATED,idem-20260902-apk-3004
