Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
3,MTR-APK-0003,Business,Business,Team Operations,Payroll,Expense,2026-02-28,00:36:32,2026-02-28 00:36:32,150101.63,INR,-150101.63,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 150101.63,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0003,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 150101.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3288,MTR-APK-3288,Business,Business,Team Operations,Team Meal,Expense,2026-07-06,20:13:33,2026-07-06 20:13:33,22989.11,INR,-22989.11,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3288 | Team Meal | 22989.11,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3288,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3288 | Team Meal | 22989.11,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3291,MTR-APK-3291,Business,Business,Team Operations,Travel,Expense,2026-06-07,03:36:36,2026-06-07 03:36:36,5876.66,INR,-5876.66,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3291 | Travel | 5876.66,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3291,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3291 | Travel | 5876.66,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3294,MTR-APK-3294,Business,Business,Team Operations,Training,Expense,2025-12-14,18:29:56,2025-12-14 18:29:56,43226.85,INR,-43226.85,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3294 | Training | 43226.85,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3294,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3294 | Training | 43226.85,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3297,MTR-APK-3297,Business,Business,Team Operations,Tools,Expense,2026-01-02,00:32:31,2026-01-02 00:32:31,179849.74,INR,-179849.74,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3297 | Tools | 179849.74,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3297,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3297 | Tools | 179849.74,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3300,MTR-APK-3300,Business,Business,Business Runway,Funding,Income,2026-04-25,11:12:02,2026-04-25 11:12:02,26376.44,INR,26376.44,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3300 | Funding | 26376.44,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3300,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3300 | Funding | 26376.44,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3303,MTR-APK-3303,Business,Business,Business Runway,Revenue,Income,2026-03-12,08:34:48,2026-03-12 08:34:48,146564.46,INR,146564.46,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3303 | Revenue | 146564.46,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3303,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3303 | Revenue | 146564.46,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3306,MTR-APK-3306,Business,Business,Business Runway,Burn,Expense,2026-04-11,04:47:34,2026-04-11 04:47:34,72781.29,INR,-72781.29,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3306 | Burn | 72781.29,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3306,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3306 | Burn | 72781.29,JOINED,Runway Log Expense
3309,MTR-APK-3309,Business,Business,Business Runway,Reserve,Transfer,2025-12-01,12:23:35,2025-12-01 12:23:35,134130.71,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3309 | Reserve | 134130.71,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3309,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3309 | Reserve | 134130.71,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
3312,MTR-APK-3312,Business,Business,Business Runway,Loan,Income,2026-02-09,23:07:46,2026-02-09 23:07:46,153489.43,INR,153489.43,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3312 | Loan | 153489.43,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3312,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3312 | Loan | 153489.43,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3315,MTR-APK-3315,Business,Business,Business Runway,Investment,Income,2025-11-14,10:02:36,2025-11-14 10:02:36,106230.48,INR,106230.48,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3315 | Investment | 106230.48,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3315,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3315 | Investment | 106230.48,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3318,MTR-APK-3318,Business,Business,Business Operations,Software,Expense,2026-02-25,02:09:05,2026-02-25 02:09:05,93872.17,INR,-93872.17,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3318 | Software | 93872.17,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3318,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3318 | Software | 93872.17,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3321,MTR-APK-3321,Business,Business,Business Operations,Rent,Expense,2026-04-15,14:39:53,2026-04-15 14:39:53,24551.95,INR,-24551.95,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3321 | Rent | 24551.95,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3321,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3321 | Rent | 24551.95,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3324,MTR-APK-3324,Business,Business,Business Operations,Marketing,Expense,2026-09-01,07:16:06,2026-09-01 07:16:06,166833.73,INR,-166833.73,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3324 | Marketing | 166833.73,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3324,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3324 | Marketing | 166833.73,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3327,MTR-APK-3327,Business,Business,Business Operations,Legal,Expense,2026-01-14,20:41:12,2026-01-14 20:41:12,81206.43,INR,-81206.43,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3327 | Legal | 81206.43,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3327,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3327 | Legal | 81206.43,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3330,MTR-APK-3330,Business,Business,Business Operations,Accounting,Expense,2025-10-27,04:46:04,2025-10-27 04:46:04,0.01,INR,-0.01,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3330 | Accounting | 0.01,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3330,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3330 | Accounting | 0.01,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3333,MTR-APK-3333,Business,Business,Business Operations,Equipment,Expense,2026-03-12,23:09:41,2026-03-12 23:09:41,51128.06,INR,-51128.06,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3333 | Equipment | 51128.06,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3333,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3333 | Equipment | 51128.06,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3336,MTR-APK-3336,Business,Business,Business Operations,Vendor,Expense,2026-06-09,08:54:42,2026-06-09 08:54:42,7056.44,INR,-7056.44,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3336 | Vendor | 7056.44,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3336,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3336 | Vendor | 7056.44,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3339,MTR-APK-3339,Business,Business,Business Operations,Tax,Expense,2026-01-24,09:48:18,2026-01-24 09:48:18,42745.63,INR,-42745.63,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3339 | Tax | 42745.63,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3339,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3339 | Tax | 42745.63,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3342,MTR-APK-3342,Business,Business,Team Operations,Payroll,Expense,2026-01-05,00:43:38,2026-01-05 00:43:38,156244.46,INR,-156244.46,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3342 | Payroll | 156244.46,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3342,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3342 | Payroll | 156244.46,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3345,MTR-APK-3345,Business,Business,Team Operations,Contractor,Expense,2026-01-10,02:26:18,2026-01-10 02:26:18,60526.55,INR,-60526.55,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3345 | Contractor | 60526.55,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3345,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3345 | Contractor | 60526.55,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3348,MTR-APK-3348,Business,Business,Team Operations,Hiring,Expense,2026-08-13,09:53:12,2026-08-13 09:53:12,106219.44,INR,-106219.44,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3348 | Hiring | 106219.44,Android,B67,STRESS_3001_3500,CREATED,idem-20260902-apk-3348,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3348 | Hiring | 106219.44,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3351,MTR-APK-3351,Business,Business,Team Operations,Team Meal,Expense,2026-07-19,03:13:02,2026-07-19 03:13:02,124970.5,INR,-124970.5,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3351 | Team Meal | 124970.50,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3351,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3351 | Team Meal | 124970.50,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3354,MTR-APK-3354,Business,Business,Team Operations,Travel,Expense,2026-02-14,07:59:10,2026-02-14 07:59:10,79285.6,INR,-79285.6,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3354 | Travel | 79285.60,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3354,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3354 | Travel | 79285.60,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3357,MTR-APK-3357,Business,Business,Team Operations,Training,Expense,2026-04-03,16:45:07,2026-04-03 16:45:07,13084.7,INR,-13084.7,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3357 | Training | 13084.70,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3357,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3357 | Training | 13084.70,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3360,MTR-APK-3360,Business,Business,Team Operations,Tools,Expense,2026-03-04,11:08:54,2026-03-04 11:08:54,79022.8,INR,-79022.8,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3360 | Tools | 79022.80,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3360,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3360 | Tools | 79022.80,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3363,MTR-APK-3363,Business,Business,Business Runway,Funding,Income,2025-11-28,12:08:26,2025-11-28 12:08:26,165705.13,INR,165705.13,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3363 | Funding | 165705.13,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3363,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3363 | Funding | 165705.13,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3366,MTR-APK-3366,Business,Business,Business Runway,Revenue,Income,2025-11-05,04:53:20,2025-11-05 04:53:20,125818.13,INR,125818.13,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3366 | Revenue | 125818.13,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3366,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3366 | Revenue | 125818.13,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3369,MTR-APK-3369,Business,Business,Business Runway,Burn,Expense,2025-12-07,03:41:44,2025-12-07 03:41:44,6594.14,INR,-6594.14,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3369 | Burn | 6594.14,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3369,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3369 | Burn | 6594.14,JOINED,Runway Log Expense
3372,MTR-APK-3372,Business,Business,Business Runway,Reserve,Transfer,2025-12-11,04:39:59,2025-12-11 04:39:59,65963.42,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3372 | Reserve | 65963.42,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3372,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3372 | Reserve | 65963.42,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
3375,MTR-APK-3375,Business,Business,Business Runway,Loan,Income,2026-03-31,17:23:27,2026-03-31 17:23:27,144754.99,INR,144754.99,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3375 | Loan | 144754.99,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3375,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3375 | Loan | 144754.99,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3378,MTR-APK-3378,Business,Business,Business Runway,Investment,Income,2026-06-19,08:05:37,2026-06-19 08:05:37,26976.07,INR,26976.07,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3378 | Investment | 26976.07,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3378,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3378 | Investment | 26976.07,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3381,MTR-APK-3381,Business,Business,Business Operations,Software,Expense,2026-01-21,06:25:53,2026-01-21 06:25:53,44070.65,INR,-44070.65,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3381 | Software | 44070.65,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3381,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3381 | Software | 44070.65,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3384,MTR-APK-3384,Business,Business,Business Operations,Rent,Expense,2025-12-06,23:42:06,2025-12-06 23:42:06,116554.5,INR,-116554.5,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3384 | Rent | 116554.50,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3384,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3384 | Rent | 116554.50,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3387,MTR-APK-3387,Business,Business,Business Operations,Marketing,Expense,2025-10-14,05:12:10,2025-10-14 05:12:10,85413.3,INR,-85413.3,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3387 | Marketing | 85413.30,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3387,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3387 | Marketing | 85413.30,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3390,MTR-APK-3390,Business,Business,Business Operations,Legal,Expense,2025-10-02,01:18:08,2025-10-02 01:18:08,167930.46,INR,-167930.46,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3390 | Legal | 167930.46,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3390,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3390 | Legal | 167930.46,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3393,MTR-APK-3393,Business,Business,Business Operations,Accounting,Expense,2026-03-31,20:15:00,2026-03-31 20:15:00,161126.65,INR,-161126.65,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3393 | Accounting | 161126.65,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3393,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3393 | Accounting | 161126.65,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3396,MTR-APK-3396,Business,Business,Business Operations,Equipment,Expense,2026-08-22,21:48:56,2026-08-22 21:48:56,8761.19,INR,-8761.19,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3396 | Equipment | 8761.19,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3396,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3396 | Equipment | 8761.19,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3399,MTR-APK-3399,Business,Business,Business Operations,Vendor,Expense,2026-03-13,22:53:17,2026-03-13 22:53:17,58428.42,INR,-58428.42,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3399 | Vendor | 58428.42,Android,B68,STRESS_3001_3500,CREATED,idem-20260902-apk-3399,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3399 | Vendor | 58428.42,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3402,MTR-APK-3402,Business,Business,Business Operations,Tax,Expense,2026-06-06,17:47:13,2026-06-06 17:47:13,33625.72,INR,-33625.72,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3402 | Tax | 33625.72,Android,B69,STRESS_3001_3500,CREATED,idem-20260902-apk-3402,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3402 | Tax | 33625.72,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3405,MTR-APK-3405,Business,Business,Team Operations,Payroll,Expense,2026-01-09,00:53:50,2026-01-09 00:53:50,75325.64,INR,-75325.64,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3405 | Payroll | 75325.64,Android,B69,STRESS_3001_3500,CREATED,idem-20260902-apk-3405,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3405 | Payroll | 75325.64,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
