Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
3,MTR-IOS-0003,Business,Business,Team Operations,Payroll,Expense,2026-04-19,12:08:42,2026-04-19 12:08:42,57453.63,INR,-57453.63,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 57453.63,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0003,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 57453.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2790,MTR-IOS-2790,Business,Business,Team Operations,Training,Expense,2025-09-15,09:05:36,2025-09-15 09:05:36,7042.43,INR,-7042.43,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2790 | Training | 7042.43,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2790,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2790 | Training | 7042.43,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2793,MTR-IOS-2793,Business,Business,Team Operations,Tools,Expense,2025-11-11,06:35:54,2025-11-11 06:35:54,22212.81,INR,-22212.81,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2793 | Tools | 22212.81,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2793,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2793 | Tools | 22212.81,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2796,MTR-IOS-2796,Business,Business,Business Runway,Funding,Income,2026-01-16,17:01:13,2026-01-16 17:01:13,99246.48,INR,99246.48,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2796 | Funding | 99246.48,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2796,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2796 | Funding | 99246.48,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2799,MTR-IOS-2799,Business,Business,Business Runway,Revenue,Income,2026-08-03,13:58:16,2026-08-03 13:58:16,52747.46,INR,52747.46,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2799 | Revenue | 52747.46,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2799,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2799 | Revenue | 52747.46,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2802,MTR-IOS-2802,Business,Business,Business Runway,Burn,Expense,2026-01-08,13:21:25,2026-01-08 13:21:25,18549.32,INR,-18549.32,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2802 | Burn | 18549.32,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2802,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2802 | Burn | 18549.32,JOINED,Runway Log Expense
2805,MTR-IOS-2805,Business,Business,Business Runway,Reserve,Transfer,2026-09-01,21:10:10,2026-09-01 21:10:10,70861.4,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2805 | Reserve | 70861.40,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2805,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2805 | Reserve | 70861.40,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
2808,MTR-IOS-2808,Business,Business,Business Runway,Loan,Income,2026-07-24,07:09:18,2026-07-24 07:09:18,66631.97,INR,66631.97,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2808 | Loan | 66631.97,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2808,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2808 | Loan | 66631.97,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2811,MTR-IOS-2811,Business,Business,Business Runway,Investment,Income,2026-08-12,16:51:59,2026-08-12 16:51:59,49109.33,INR,49109.33,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2811 | Investment | 49109.33,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2811,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2811 | Investment | 49109.33,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2814,MTR-IOS-2814,Business,Business,Business Operations,Software,Expense,2025-12-15,19:55:55,2025-12-15 19:55:55,85768.6,INR,-85768.6,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2814 | Software | 85768.60,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2814,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2814 | Software | 85768.60,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2817,MTR-IOS-2817,Business,Business,Business Operations,Rent,Expense,2026-02-17,06:42:36,2026-02-17 06:42:36,46736.05,INR,-46736.05,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2817 | Rent | 46736.05,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2817,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2817 | Rent | 46736.05,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2820,MTR-IOS-2820,Business,Business,Business Operations,Marketing,Expense,2025-11-17,15:07:34,2025-11-17 15:07:34,97260.6,INR,-97260.6,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2820 | Marketing | 97260.60,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2820,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2820 | Marketing | 97260.60,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2823,MTR-IOS-2823,Business,Business,Business Operations,Legal,Expense,2026-02-19,12:46:26,2026-02-19 12:46:26,160661.94,INR,-160661.94,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2823 | Legal | 160661.94,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2823,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2823 | Legal | 160661.94,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2826,MTR-IOS-2826,Business,Business,Business Operations,Accounting,Expense,2026-02-09,11:13:29,2026-02-09 11:13:29,62228.27,INR,-62228.27,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2826 | Accounting | 62228.27,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2826,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2826 | Accounting | 62228.27,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2829,MTR-IOS-2829,Business,Business,Business Operations,Equipment,Expense,2025-12-23,07:23:31,2025-12-23 07:23:31,92113.72,INR,-92113.72,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2829 | Equipment | 92113.72,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2829,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2829 | Equipment | 92113.72,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2832,MTR-IOS-2832,Business,Business,Business Operations,Vendor,Expense,2025-09-14,20:22:52,2025-09-14 20:22:52,71381.64,INR,-71381.64,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2832 | Vendor | 71381.64,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2832,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2832 | Vendor | 71381.64,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2835,MTR-IOS-2835,Business,Business,Business Operations,Tax,Expense,2026-06-09,22:39:31,2026-06-09 22:39:31,80056.79,INR,-80056.79,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2835 | Tax | 80056.79,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2835,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2835 | Tax | 80056.79,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2838,MTR-IOS-2838,Business,Business,Team Operations,Payroll,Expense,2025-10-02,16:47:11,2025-10-02 16:47:11,85276.42,INR,-85276.42,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2838 | Payroll | 85276.42,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2838,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2838 | Payroll | 85276.42,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2841,MTR-IOS-2841,Business,Business,Team Operations,Contractor,Expense,2026-04-05,00:18:36,2026-04-05 00:18:36,135576.98,INR,-135576.98,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2841 | Contractor | 135576.98,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2841,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2841 | Contractor | 135576.98,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2844,MTR-IOS-2844,Business,Business,Team Operations,Hiring,Expense,2026-05-14,13:51:13,2026-05-14 13:51:13,122674.65,INR,-122674.65,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2844 | Hiring | 122674.65,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2844,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2844 | Hiring | 122674.65,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2847,MTR-IOS-2847,Business,Business,Team Operations,Team Meal,Expense,2026-05-27,17:52:39,2026-05-27 17:52:39,38908.23,INR,-38908.23,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2847 | Team Meal | 38908.23,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2847,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2847 | Team Meal | 38908.23,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2850,MTR-IOS-2850,Business,Business,Team Operations,Travel,Expense,2026-05-11,16:03:49,2026-05-11 16:03:49,136535.2,INR,-136535.2,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2850 | Travel | 136535.20,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2850,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2850 | Travel | 136535.20,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2853,MTR-IOS-2853,Business,Business,Team Operations,Training,Expense,2026-05-16,22:42:54,2026-05-16 22:42:54,87244.77,INR,-87244.77,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2853 | Training | 87244.77,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2853,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2853 | Training | 87244.77,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2856,MTR-IOS-2856,Business,Business,Team Operations,Tools,Expense,2026-02-08,05:31:19,2026-02-08 05:31:19,30877.46,INR,-30877.46,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2856 | Tools | 30877.46,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2856,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2856 | Tools | 30877.46,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2859,MTR-IOS-2859,Business,Business,Business Runway,Funding,Income,2026-01-20,16:31:17,2026-01-20 16:31:17,136029.47,INR,136029.47,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2859 | Funding | 136029.47,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2859,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2859 | Funding | 136029.47,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2862,MTR-IOS-2862,Business,Business,Business Runway,Revenue,Income,2026-09-01,22:15:08,2026-09-01 22:15:08,66956.7,INR,66956.7,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2862 | Revenue | 66956.70,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2862,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2862 | Revenue | 66956.70,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2865,MTR-IOS-2865,Business,Business,Business Runway,Burn,Expense,2026-08-06,11:10:10,2026-08-06 11:10:10,151257.34,INR,-151257.34,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2865 | Burn | 151257.34,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2865,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2865 | Burn | 151257.34,JOINED,Runway Log Expense
2868,MTR-IOS-2868,Business,Business,Business Runway,Reserve,Transfer,2026-05-28,02:17:20,2026-05-28 02:17:20,145721.49,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2868 | Reserve | 145721.49,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2868,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2868 | Reserve | 145721.49,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
2871,MTR-IOS-2871,Business,Business,Business Runway,Loan,Income,2025-12-14,12:42:43,2025-12-14 12:42:43,162211.21,INR,162211.21,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2871 | Loan | 162211.21,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2871,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2871 | Loan | 162211.21,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2874,MTR-IOS-2874,Business,Business,Business Runway,Investment,Income,2026-05-03,10:51:54,2026-05-03 10:51:54,154766.06,INR,154766.06,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2874 | Investment | 154766.06,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2874,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2874 | Investment | 154766.06,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2877,MTR-IOS-2877,Business,Business,Business Operations,Software,Expense,2026-04-15,00:16:03,2026-04-15 00:16:03,130891.01,INR,-130891.01,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2877 | Software | 130891.01,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2877,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2877 | Software | 130891.01,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2880,MTR-IOS-2880,Business,Business,Business Operations,Rent,Expense,2025-09-16,13:39:47,2025-09-16 13:39:47,37112.74,INR,-37112.74,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2880 | Rent | 37112.74,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2880,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2880 | Rent | 37112.74,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2883,MTR-IOS-2883,Business,Business,Business Operations,Marketing,Expense,2026-08-02,11:13:22,2026-08-02 11:13:22,157848.44,INR,-157848.44,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2883 | Marketing | 157848.44,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2883,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2883 | Marketing | 157848.44,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2886,MTR-IOS-2886,Business,Business,Business Operations,Legal,Expense,2026-03-02,06:00:05,2026-03-02 06:00:05,0.01,INR,-0.01,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2886 | Legal | 0.01,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2886,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2886 | Legal | 0.01,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2889,MTR-IOS-2889,Business,Business,Business Operations,Accounting,Expense,2025-12-12,18:43:14,2025-12-12 18:43:14,155127.85,INR,-155127.85,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2889 | Accounting | 155127.85,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2889,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2889 | Accounting | 155127.85,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2892,MTR-IOS-2892,Business,Business,Business Operations,Equipment,Expense,2026-05-10,23:51:51,2026-05-10 23:51:51,90790.56,INR,-90790.56,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2892 | Equipment | 90790.56,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2892,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2892 | Equipment | 90790.56,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2895,MTR-IOS-2895,Business,Business,Business Operations,Vendor,Expense,2026-05-07,14:17:07,2026-05-07 14:17:07,136797.33,INR,-136797.33,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2895 | Vendor | 136797.33,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2895,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2895 | Vendor | 136797.33,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2898,MTR-IOS-2898,Business,Business,Business Operations,Tax,Expense,2026-08-14,04:24:43,2026-08-14 04:24:43,679.49,INR,-679.49,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2898 | Tax | 679.49,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2898,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2898 | Tax | 679.49,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2901,MTR-IOS-2901,Business,Business,Team Operations,Payroll,Expense,2026-01-17,17:49:43,2026-01-17 17:49:43,91624.13,INR,-91624.13,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2901 | Payroll | 91624.13,iPhone,B59,HIGH_2501_3000,CREATED,idem-20260902-ios-2901,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2901 | Payroll | 91624.13,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2904,MTR-IOS-2904,Business,Business,Team Operations,Contractor,Expense,2026-02-24,09:34:44,2026-02-24 09:34:44,121869.6,INR,-121869.6,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2904 | Contractor | 121869.60,iPhone,B59,HIGH_2501_3000,CREATED,idem-20260902-ios-2904,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2904 | Contractor | 121869.60,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2907,MTR-IOS-2907,Business,Business,Team Operations,Hiring,Expense,2026-04-24,18:46:59,2026-04-24 18:46:59,16291.63,INR,-16291.63,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2907 | Hiring | 16291.63,iPhone,B59,HIGH_2501_3000,CREATED,idem-20260902-ios-2907,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2907 | Hiring | 16291.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2910,MTR-IOS-2910,Business,Business,Team Operations,Team Meal,Expense,2025-10-11,16:17:23,2025-10-11 16:17:23,99430.89,INR,-99430.89,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2910 | Team Meal | 99430.89,iPhone,B59,HIGH_2501_3000,CREATED,idem-20260902-ios-2910,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2910 | Team Meal | 99430.89,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
