Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
2,MTR-IOS-0002,Group,Shared Experience,Trip,Travel,Expense,2026-01-01,17:33:29,2026-01-01 17:33:29,26868.32,INR,-26868.32,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-0002 | Travel | 26868.32,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0002,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-IOS-GROUP-TRIP-0002 | Travel | 26868.32,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3383,MTR-IOS-3383,Group,Shared Purchase,Gift Pool,Gift Purchase,Expense,2025-09-17,05:34:28,2025-09-17 05:34:28,424.3,INR,-424.3,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-GIFT_POOL-3383 | Gift Purchase | 424.30,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3383,ios,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Gift Purchase,MAESTRO-IOS-GROUP-GIFT_POOL-3383 | Gift Purchase | 424.30,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3386,MTR-IOS-3386,Group,Shared Purchase,Gift Pool,Delivery,Expense,2025-09-11,21:02:16,2025-09-11 21:02:16,4952.77,INR,-4952.77,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-GIFT_POOL-3386 | Delivery | 4952.77,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3386,ios,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Delivery,MAESTRO-IOS-GROUP-GIFT_POOL-3386 | Delivery | 4952.77,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3389,MTR-IOS-3389,Group,Shared Purchase,Gift Pool,Other,Expense,2026-05-10,08:02:01,2026-05-10 08:02:01,14751.47,INR,-14751.47,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-GIFT_POOL-3389 | Other | 14751.47,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3389,ios,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-IOS-GROUP-GIFT_POOL-3389 | Other | 14751.47,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3392,MTR-IOS-3392,Group,Shared Purchase,Purchase,Item,Expense,2026-04-21,16:06:52,2026-04-21 16:06:52,4108.7,INR,-4108.7,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-PURCHASE-3392 | Item | 4108.70,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3392,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Item,MAESTRO-IOS-GROUP-PURCHASE-3392 | Item | 4108.70,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3395,MTR-IOS-3395,Group,Shared Purchase,Purchase,Shipping,Expense,2025-09-16,10:04:30,2025-09-16 10:04:30,516.44,INR,-516.44,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-PURCHASE-3395 | Shipping | 516.44,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3395,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Shipping,MAESTRO-IOS-GROUP-PURCHASE-3395 | Shipping | 516.44,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3398,MTR-IOS-3398,Group,Shared Purchase,Purchase,Tax,Expense,2025-10-15,20:54:22,2025-10-15 20:54:22,16918.22,INR,-16918.22,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-PURCHASE-3398 | Tax | 16918.22,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3398,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Tax,MAESTRO-IOS-GROUP-PURCHASE-3398 | Tax | 16918.22,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3401,MTR-IOS-3401,Group,Shared Purchase,Purchase,Other,Expense,2025-12-23,15:23:14,2025-12-23 15:23:14,1560.93,INR,-1560.93,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-PURCHASE-3401 | Other | 1560.93,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3401,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-IOS-GROUP-PURCHASE-3401 | Other | 1560.93,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3404,MTR-IOS-3404,Group,Shared Purchase,Assets,Purchase,Expense,2026-03-21,11:26:55,2026-03-21 11:26:55,99.99,INR,-99.99,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-ASSETS-3404 | Purchase | 99.99,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3404,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Purchase,MAESTRO-IOS-GROUP-ASSETS-3404 | Purchase | 99.99,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3407,MTR-IOS-3407,Group,Shared Purchase,Assets,Maintenance,Expense,2026-05-28,06:32:17,2026-05-28 06:32:17,23171.42,INR,-23171.42,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-ASSETS-3407 | Maintenance | 23171.42,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3407,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Maintenance,MAESTRO-IOS-GROUP-ASSETS-3407 | Maintenance | 23171.42,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3410,MTR-IOS-3410,Group,Shared Purchase,Assets,Repair,Expense,2026-06-03,06:30:43,2026-06-03 06:30:43,7277.45,INR,-7277.45,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-ASSETS-3410 | Repair | 7277.45,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3410,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Repair,MAESTRO-IOS-GROUP-ASSETS-3410 | Repair | 7277.45,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3413,MTR-IOS-3413,Group,Shared Purchase,Assets,Insurance,Expense,2025-09-08,02:19:43,2025-09-08 02:19:43,19750.05,INR,-19750.05,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-ASSETS-3413 | Insurance | 19750.05,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3413,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Insurance,MAESTRO-IOS-GROUP-ASSETS-3413 | Insurance | 19750.05,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3416,MTR-IOS-3416,Group,Shared Purchase,Assets,Other,Expense,2026-08-05,10:36:49,2026-08-05 10:36:49,5504.28,INR,-5504.28,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-ASSETS-3416 | Other | 5504.28,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3416,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Other,MAESTRO-IOS-GROUP-ASSETS-3416 | Other | 5504.28,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3419,MTR-IOS-3419,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2025-11-25,00:40:23,2025-11-25 00:40:23,707.22,INR,-707.22,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-3419 | Custom Expense | 707.22,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3419,ios,G08,COMMUNITY_PURCHASE,Expense,G08:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Custom Expense,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-3419 | Custom Expense | 707.22,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3422,MTR-IOS-3422,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2026-04-26,11:51:41,2026-04-26 11:51:41,11791.72,INR,11791.72,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-3422 | Custom Contribution | 11791.72,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3422,ios,G08,COMMUNITY_PURCHASE,Contribute,G08:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.equal,Custom Contribution,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-3422 | Custom Contribution | 11791.72,JOINED,
3425,MTR-IOS-3425,Group,Shared Living,Flatmates,Rent,Expense,2026-06-27,15:53:02,2026-06-27 15:53:02,25545.49,INR,-25545.49,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-FLATMATES-3425 | Rent | 25545.49,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3425,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Rent,MAESTRO-IOS-GROUP-FLATMATES-3425 | Rent | 25545.49,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3428,MTR-IOS-3428,Group,Shared Living,Flatmates,Utilities,Expense,2025-12-18,18:08:30,2025-12-18 18:08:30,18750.95,INR,-18750.95,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-3428 | Utilities | 18750.95,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3428,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-IOS-GROUP-FLATMATES-3428 | Utilities | 18750.95,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3431,MTR-IOS-3431,Group,Shared Living,Flatmates,Groceries,Expense,2025-11-12,00:35:44,2025-11-12 00:35:44,6456.44,INR,-6456.44,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-3431 | Groceries | 6456.44,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3431,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-IOS-GROUP-FLATMATES-3431 | Groceries | 6456.44,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3434,MTR-IOS-3434,Group,Shared Living,Flatmates,Internet,Expense,2026-04-19,20:51:24,2026-04-19 20:51:24,6478.0,INR,-6478.0,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-3434 | Internet | 6478.00,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3434,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Internet,MAESTRO-IOS-GROUP-FLATMATES-3434 | Internet | 6478.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3437,MTR-IOS-3437,Group,Shared Living,Flatmates,House Supplies,Expense,2025-11-11,01:04:05,2025-11-11 01:04:05,17459.25,INR,-17459.25,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-FLATMATES-3437 | House Supplies | 17459.25,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3437,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,House Supplies,MAESTRO-IOS-GROUP-FLATMATES-3437 | House Supplies | 17459.25,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3440,MTR-IOS-3440,Group,Shared Living,Flatmates,Repairs,Expense,2025-09-10,12:48:32,2025-09-10 12:48:32,4303.07,INR,-4303.07,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-3440 | Repairs | 4303.07,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3440,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Repairs,MAESTRO-IOS-GROUP-FLATMATES-3440 | Repairs | 4303.07,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3443,MTR-IOS-3443,Group,Shared Living,Shared Living,Rent,Expense,2026-02-09,14:28:21,2026-02-09 14:28:21,26413.55,INR,-26413.55,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-3443 | Rent | 26413.55,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3443,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Rent,MAESTRO-IOS-GROUP-SHARED_LIVING-3443 | Rent | 26413.55,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3446,MTR-IOS-3446,Group,Shared Living,Shared Living,Utilities,Expense,2026-06-29,04:11:23,2026-06-29 04:11:23,11172.82,INR,-11172.82,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-SHARED_LIVING-3446 | Utilities | 11172.82,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3446,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Utilities,MAESTRO-IOS-GROUP-SHARED_LIVING-3446 | Utilities | 11172.82,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3449,MTR-IOS-3449,Group,Shared Living,Shared Living,Groceries,Expense,2026-04-23,21:21:29,2026-04-23 21:21:29,1319.78,INR,-1319.78,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-3449 | Groceries | 1319.78,iPhone,B69,STRESS_3001_3500,CREATED,idem-20260902-ios-3449,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Groceries,MAESTRO-IOS-GROUP-SHARED_LIVING-3449 | Groceries | 1319.78,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3452,MTR-IOS-3452,Group,Shared Living,Shared Living,Maintenance,Expense,2026-03-10,13:16:59,2026-03-10 13:16:59,5762.07,INR,-5762.07,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-SHARED_LIVING-3452 | Maintenance | 5762.07,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3452,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Maintenance,MAESTRO-IOS-GROUP-SHARED_LIVING-3452 | Maintenance | 5762.07,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3455,MTR-IOS-3455,Group,Shared Living,Shared Living,Other,Expense,2025-11-30,17:47:04,2025-11-30 17:47:04,4246.04,INR,-4246.04,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-3455 | Other | 4246.04,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3455,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-SHARED_LIVING-3455 | Other | 4246.04,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3458,MTR-IOS-3458,Group,Shared Living,Family Household,Groceries,Expense,2025-12-16,17:19:29,2025-12-16 17:19:29,22984.5,INR,-22984.5,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3458 | Groceries | 22984.50,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3458,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Groceries,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3458 | Groceries | 22984.50,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3461,MTR-IOS-3461,Group,Shared Living,Family Household,Bills,Expense,2026-08-24,14:51:43,2026-08-24 14:51:43,9380.56,INR,-9380.56,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3461 | Bills | 9380.56,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3461,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Bills,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3461 | Bills | 9380.56,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3464,MTR-IOS-3464,Group,Shared Living,Family Household,School,Expense,2025-09-17,14:22:08,2025-09-17 14:22:08,20052.1,INR,-20052.1,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3464 | School | 20052.10,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3464,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,School,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3464 | School | 20052.10,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3467,MTR-IOS-3467,Group,Shared Living,Family Household,Healthcare,Expense,2026-06-09,01:24:04,2026-06-09 01:24:04,9702.92,INR,-9702.92,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3467 | Healthcare | 9702.92,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3467,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Healthcare,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3467 | Healthcare | 9702.92,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3470,MTR-IOS-3470,Group,Shared Living,Family Household,Home,Expense,2026-05-14,06:51:01,2026-05-14 06:51:01,18566.61,INR,-18566.61,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3470 | Home | 18566.61,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3470,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Home,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3470 | Home | 18566.61,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3473,MTR-IOS-3473,Group,Shared Living,Family Household,Other,Expense,2026-05-04,18:51:33,2026-05-04 18:51:33,21578.91,INR,-21578.91,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3473 | Other | 21578.91,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3473,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3473 | Other | 21578.91,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3476,MTR-IOS-3476,Group,Shared Living,Custom Living,Custom Expense,Expense,2026-08-16,12:00:00,2026-08-16 12:00:00,26647.12,INR,-26647.12,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-CUSTOM_LIVING-3476 | Custom Expense | 26647.12,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3476,ios,G12,COMMUNITY_LIVING,Expense,G12:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Custom Expense,MAESTRO-IOS-GROUP-CUSTOM_LIVING-3476 | Custom Expense | 26647.12,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3479,MTR-IOS-3479,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2025-12-10,10:04:24,2025-12-10 10:04:24,15722.32,INR,15722.32,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-CUSTOM_LIVING-3479 | Custom Contribution | 15722.32,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3479,ios,G12,COMMUNITY_LIVING,Contribute,G12:Contribute,,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.shares,Custom Contribution,MAESTRO-IOS-GROUP-CUSTOM_LIVING-3479 | Custom Contribution | 15722.32,SKIP_CAPABILITY_GAP,Custom Living hub has no Contribution tile (same as Family Household)
3482,MTR-IOS-3482,Group,Shared Experience,Trip,Travel,Expense,2026-07-02,15:20:14,2026-07-02 15:20:14,3176.09,INR,-3176.09,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-3482 | Travel | 3176.09,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3482,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-IOS-GROUP-TRIP-3482 | Travel | 3176.09,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3485,MTR-IOS-3485,Group,Shared Experience,Trip,Stay,Expense,2026-05-27,15:35:42,2026-05-27 15:35:42,24752.73,INR,-24752.73,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-TRIP-3485 | Stay | 24752.73,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3485,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Stay,MAESTRO-IOS-GROUP-TRIP-3485 | Stay | 24752.73,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3488,MTR-IOS-3488,Group,Shared Experience,Trip,Food,Expense,2025-11-26,11:24:14,2025-11-26 11:24:14,7373.69,INR,-7373.69,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-TRIP-3488 | Food | 7373.69,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3488,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Food,MAESTRO-IOS-GROUP-TRIP-3488 | Food | 7373.69,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3491,MTR-IOS-3491,Group,Shared Experience,Trip,Local Transport,Expense,2026-01-25,22:34:39,2026-01-25 22:34:39,16237.35,INR,-16237.35,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-TRIP-3491 | Local Transport | 16237.35,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3491,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Local Transport,MAESTRO-IOS-GROUP-TRIP-3491 | Local Transport | 16237.35,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3494,MTR-IOS-3494,Group,Shared Experience,Trip,Activities,Expense,2026-08-12,08:50:51,2026-08-12 08:50:51,7757.42,INR,-7757.42,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-3494 | Activities | 7757.42,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3494,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Activities,MAESTRO-IOS-GROUP-TRIP-3494 | Activities | 7757.42,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3497,MTR-IOS-3497,Group,Shared Experience,Trip,Shopping,Expense,2026-01-08,05:20:06,2026-01-08 05:20:06,10742.68,INR,-10742.68,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-TRIP-3497 | Shopping | 10742.68,iPhone,B70,STRESS_3001_3500,CREATED,idem-20260902-ios-3497,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Shopping,MAESTRO-IOS-GROUP-TRIP-3497 | Shopping | 10742.68,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
