Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001
2795,MTR-IOS-2795,Group,Shared Experience,Trip,Local Transport,Expense,2025-11-04,22:11:06,2025-11-04 22:11:06,22788.88,INR,-22788.88,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-TRIP-2795 | Local Transport | 22788.88,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2795
2796,MTR-IOS-2796,Business,Business,Business Runway,Funding,Income,2026-01-16,17:01:13,2026-01-16 17:01:13,99246.48,INR,99246.48,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2796 | Funding | 99246.48,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2796
2797,MTR-IOS-2797,Personal,Personal,Lifestyle,Dining,Expense,2026-01-06,04:14:57,2026-01-06 04:14:57,12129.8,INR,-12129.8,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2797 | Dining | 12129.80,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2797
2798,MTR-IOS-2798,Group,Shared Experience,Trip,Activities,Expense,2026-03-04,02:38:03,2026-03-04 02:38:03,11471.79,INR,-11471.79,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-2798 | Activities | 11471.79,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2798
2799,MTR-IOS-2799,Business,Business,Business Runway,Revenue,Income,2026-08-03,13:58:16,2026-08-03 13:58:16,52747.46,INR,52747.46,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2799 | Revenue | 52747.46,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2799
2800,MTR-IOS-2800,Personal,Personal,Lifestyle,Shopping,Expense,2025-10-15,15:39:53,2025-10-15 15:39:53,10427.6,INR,-10427.6,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2800 | Shopping | 10427.60,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2800
2801,MTR-IOS-2801,Group,Shared Experience,Trip,Shopping,Expense,2026-08-01,07:47:18,2026-08-01 07:47:18,14416.29,INR,-14416.29,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-TRIP-2801 | Shopping | 14416.29,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2801
2802,MTR-IOS-2802,Business,Business,Business Runway,Burn,Expense,2026-01-08,13:21:25,2026-01-08 13:21:25,18549.32,INR,-18549.32,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2802 | Burn | 18549.32,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2802
2803,MTR-IOS-2803,Personal,Personal,Lifestyle,Entertainment,Expense,2026-03-11,01:24:58,2026-03-11 01:24:58,4288.2,INR,-4288.2,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2803 | Entertainment | 4288.20,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2803
2804,MTR-IOS-2804,Group,Shared Experience,Trip,Other,Expense,2026-06-28,02:59:20,2026-06-28 02:59:20,26470.61,INR,-26470.61,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-TRIP-2804 | Other | 26470.61,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2804
2805,MTR-IOS-2805,Business,Business,Business Runway,Reserve,Transfer,2026-09-01,21:10:10,2026-09-01 21:10:10,70861.4,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2805 | Reserve | 70861.40,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2805
2806,MTR-IOS-2806,Personal,Personal,Lifestyle,Travel,Expense,2026-01-20,09:22:13,2026-01-20 09:22:13,1144.67,INR,-1144.67,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2806 | Travel | 1144.67,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2806
2807,MTR-IOS-2807,Group,Shared Experience,Wedding,Venue,Expense,2026-08-10,14:39:10,2026-08-10 14:39:10,13070.78,INR,-13070.78,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-WEDDING-2807 | Venue | 13070.78,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2807
2808,MTR-IOS-2808,Business,Business,Business Runway,Loan,Income,2026-07-24,07:09:18,2026-07-24 07:09:18,66631.97,INR,66631.97,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2808 | Loan | 66631.97,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2808
2809,MTR-IOS-2809,Personal,Personal,Lifestyle,Fitness,Expense,2025-12-09,02:50:22,2025-12-09 02:50:22,3046.23,INR,-3046.23,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2809 | Fitness | 3046.23,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2809
2810,MTR-IOS-2810,Group,Shared Experience,Wedding,Catering,Expense,2026-06-12,07:41:49,2026-06-12 07:41:49,7790.9,INR,-7790.9,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-WEDDING-2810 | Catering | 7790.90,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2810
2811,MTR-IOS-2811,Business,Business,Business Runway,Investment,Income,2026-08-12,16:51:59,2026-08-12 16:51:59,49109.33,INR,49109.33,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2811 | Investment | 49109.33,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2811
2812,MTR-IOS-2812,Personal,Personal,Lifestyle,Hobbies,Expense,2026-05-19,11:22:28,2026-05-19 11:22:28,999.99,INR,-999.99,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2812 | Hobbies | 999.99,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2812
2813,MTR-IOS-2813,Group,Shared Experience,Wedding,Decor,Expense,2026-07-08,14:27:28,2026-07-08 14:27:28,9839.77,INR,-9839.77,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-WEDDING-2813 | Decor | 9839.77,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2813
2814,MTR-IOS-2814,Business,Business,Business Operations,Software,Expense,2025-12-15,19:55:55,2025-12-15 19:55:55,85768.6,INR,-85768.6,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2814 | Software | 85768.60,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2814
2815,MTR-IOS-2815,Personal,Personal,Relationships,Gifts,Expense,2026-06-29,06:31:50,2026-06-29 06:31:50,3057.44,INR,-3057.44,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2815 | Gifts | 3057.44,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2815
2816,MTR-IOS-2816,Group,Shared Experience,Wedding,Travel,Expense,2025-09-21,14:37:49,2025-09-21 14:37:49,2058.85,INR,-2058.85,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-WEDDING-2816 | Travel | 2058.85,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2816
2817,MTR-IOS-2817,Business,Business,Business Operations,Rent,Expense,2026-02-17,06:42:36,2026-02-17 06:42:36,46736.05,INR,-46736.05,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2817 | Rent | 46736.05,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2817
2818,MTR-IOS-2818,Personal,Personal,Relationships,Dates,Expense,2026-03-15,09:51:00,2026-03-15 09:51:00,2440.5,INR,-2440.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2818 | Dates | 2440.50,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2818
2819,MTR-IOS-2819,Group,Shared Experience,Wedding,Gifts,Expense,2025-11-15,14:03:47,2025-11-15 14:03:47,23753.89,INR,-23753.89,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-WEDDING-2819 | Gifts | 23753.89,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2819
2820,MTR-IOS-2820,Business,Business,Business Operations,Marketing,Expense,2025-11-17,15:07:34,2025-11-17 15:07:34,97260.6,INR,-97260.6,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2820 | Marketing | 97260.60,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2820
2821,MTR-IOS-2821,Personal,Personal,Relationships,Family,Expense,2026-06-20,09:13:23,2026-06-20 09:13:23,4393.41,INR,-4393.41,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2821 | Family | 4393.41,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2821
2822,MTR-IOS-2822,Group,Shared Experience,Wedding,Photography,Expense,2026-01-13,08:33:10,2026-01-13 08:33:10,12022.01,INR,-12022.01,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-WEDDING-2822 | Photography | 12022.01,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2822
2823,MTR-IOS-2823,Business,Business,Business Operations,Legal,Expense,2026-02-19,12:46:26,2026-02-19 12:46:26,160661.94,INR,-160661.94,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2823 | Legal | 160661.94,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2823
2824,MTR-IOS-2824,Personal,Personal,Relationships,Friends,Expense,2025-09-13,20:46:43,2025-09-13 20:46:43,2908.6,INR,-2908.6,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2824 | Friends | 2908.60,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2824
2825,MTR-IOS-2825,Group,Shared Experience,Wedding,Other,Expense,2025-12-13,11:51:15,2025-12-13 11:51:15,24637.16,INR,-24637.16,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-WEDDING-2825 | Other | 24637.16,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2825
2826,MTR-IOS-2826,Business,Business,Business Operations,Accounting,Expense,2026-02-09,11:13:29,2026-02-09 11:13:29,62228.27,INR,-62228.27,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2826 | Accounting | 62228.27,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2826
2827,MTR-IOS-2827,Personal,Personal,Relationships,Celebrations,Expense,2026-02-10,05:40:00,2026-02-10 05:40:00,17731.91,INR,-17731.91,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2827 | Celebrations | 17731.91,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2827
2828,MTR-IOS-2828,Group,Shared Experience,Office Outing,Food,Expense,2026-04-19,17:44:41,2026-04-19 17:44:41,9889.25,INR,-9889.25,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-OFFICE_OUTING-2828 | Food | 9889.25,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2828
2829,MTR-IOS-2829,Business,Business,Business Operations,Equipment,Expense,2025-12-23,07:23:31,2025-12-23 07:23:31,92113.72,INR,-92113.72,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2829 | Equipment | 92113.72,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2829
2830,MTR-IOS-2830,Personal,Personal,Life Operations,Groceries,Expense,2025-09-23,05:32:54,2025-09-23 05:32:54,3000.95,INR,-3000.95,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2830 | Groceries | 3000.95,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2830
2831,MTR-IOS-2831,Group,Shared Experience,Office Outing,Travel,Expense,2025-12-11,06:22:39,2025-12-11 06:22:39,25586.85,INR,-25586.85,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-OFFICE_OUTING-2831 | Travel | 25586.85,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2831
2832,MTR-IOS-2832,Business,Business,Business Operations,Vendor,Expense,2025-09-14,20:22:52,2025-09-14 20:22:52,71381.64,INR,-71381.64,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2832 | Vendor | 71381.64,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2832
2833,MTR-IOS-2833,Personal,Personal,Life Operations,Rent,Expense,2026-07-23,08:29:02,2026-07-23 08:29:02,7823.63,INR,-7823.63,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2833 | Rent | 7823.63,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2833
2834,MTR-IOS-2834,Group,Shared Experience,Office Outing,Activities,Expense,2026-03-09,11:22:15,2026-03-09 11:22:15,20032.75,INR,-20032.75,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-OFFICE_OUTING-2834 | Activities | 20032.75,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2834
2835,MTR-IOS-2835,Business,Business,Business Operations,Tax,Expense,2026-06-09,22:39:31,2026-06-09 22:39:31,80056.79,INR,-80056.79,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2835 | Tax | 80056.79,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2835
2836,MTR-IOS-2836,Personal,Personal,Life Operations,Bills,Expense,2026-03-14,15:48:23,2026-03-14 15:48:23,10037.53,INR,-10037.53,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2836 | Bills | 10037.53,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2836
2837,MTR-IOS-2837,Group,Shared Experience,Office Outing,Venue,Expense,2026-04-12,15:29:11,2026-04-12 15:29:11,3184.56,INR,-3184.56,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-OFFICE_OUTING-2837 | Venue | 3184.56,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2837
2838,MTR-IOS-2838,Business,Business,Team Operations,Payroll,Expense,2025-10-02,16:47:11,2025-10-02 16:47:11,85276.42,INR,-85276.42,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2838 | Payroll | 85276.42,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2838
2839,MTR-IOS-2839,Personal,Personal,Life Operations,Transport,Expense,2025-11-27,05:17:56,2025-11-27 05:17:56,8735.97,INR,-8735.97,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2839 | Transport | 8735.97,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2839
2840,MTR-IOS-2840,Group,Shared Experience,Office Outing,Other,Expense,2025-09-25,11:46:48,2025-09-25 11:46:48,26607.08,INR,-26607.08,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-OFFICE_OUTING-2840 | Other | 26607.08,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2840
2841,MTR-IOS-2841,Business,Business,Team Operations,Contractor,Expense,2026-04-05,00:18:36,2026-04-05 00:18:36,135576.98,INR,-135576.98,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2841 | Contractor | 135576.98,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2841
2842,MTR-IOS-2842,Personal,Personal,Life Operations,Healthcare,Expense,2025-12-04,13:33:21,2025-12-04 13:33:21,4186.24,INR,-4186.24,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2842 | Healthcare | 4186.24,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2842
2843,MTR-IOS-2843,Group,Shared Experience,House Party,Food,Expense,2026-02-04,13:45:58,2026-02-04 13:45:58,11429.06,INR,-11429.06,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-HOUSE_PARTY-2843 | Food | 11429.06,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2843
2844,MTR-IOS-2844,Business,Business,Team Operations,Hiring,Expense,2026-05-14,13:51:13,2026-05-14 13:51:13,122674.65,INR,-122674.65,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2844 | Hiring | 122674.65,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2844
2845,MTR-IOS-2845,Personal,Personal,Life Operations,Subscriptions,Expense,2026-08-15,03:12:13,2026-08-15 03:12:13,13064.2,INR,-13064.2,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2845 | Subscriptions | 13064.20,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2845
2846,MTR-IOS-2846,Group,Shared Experience,House Party,Drinks,Expense,2026-03-11,22:59:28,2026-03-11 22:59:28,9939.24,INR,-9939.24,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-HOUSE_PARTY-2846 | Drinks | 9939.24,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2846
2847,MTR-IOS-2847,Business,Business,Team Operations,Team Meal,Expense,2026-05-27,17:52:39,2026-05-27 17:52:39,38908.23,INR,-38908.23,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2847 | Team Meal | 38908.23,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2847
2848,MTR-IOS-2848,Personal,Personal,Life Operations,Repairs,Expense,2025-10-14,18:39:37,2025-10-14 18:39:37,490.97,INR,-490.97,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2848 | Repairs | 490.97,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2848
2849,MTR-IOS-2849,Group,Shared Experience,House Party,Decor,Expense,2026-05-26,01:19:30,2026-05-26 01:19:30,10000.0,INR,-10000.0,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-HOUSE_PARTY-2849 | Decor | 10000.00,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2849
2850,MTR-IOS-2850,Business,Business,Team Operations,Travel,Expense,2026-05-11,16:03:49,2026-05-11 16:03:49,136535.2,INR,-136535.2,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2850 | Travel | 136535.20,iPhone,B57,HIGH_2501_3000,CREATED,idem-20260902-ios-2850
2851,MTR-IOS-2851,Personal,Personal,Future Building,Savings,Transfer,2026-07-14,20:10:28,2026-07-14 20:10:28,5068.4,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2851 | Savings | 5068.40,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2851
2852,MTR-IOS-2852,Group,Shared Experience,House Party,Supplies,Expense,2026-07-14,14:55:19,2026-07-14 14:55:19,4515.72,INR,-4515.72,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-HOUSE_PARTY-2852 | Supplies | 4515.72,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2852
2853,MTR-IOS-2853,Business,Business,Team Operations,Training,Expense,2026-05-16,22:42:54,2026-05-16 22:42:54,87244.77,INR,-87244.77,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2853 | Training | 87244.77,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2853
2854,MTR-IOS-2854,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-04-21,21:23:36,2026-04-21 21:23:36,8818.4,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2854 | Emergency Fund | 8818.40,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2854
2855,MTR-IOS-2855,Group,Shared Experience,House Party,Other,Expense,2026-01-18,07:33:52,2026-01-18 07:33:52,25072.38,INR,-25072.38,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-HOUSE_PARTY-2855 | Other | 25072.38,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2855
2856,MTR-IOS-2856,Business,Business,Team Operations,Tools,Expense,2026-02-08,05:31:19,2026-02-08 05:31:19,30877.46,INR,-30877.46,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2856 | Tools | 30877.46,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2856
2857,MTR-IOS-2857,Personal,Personal,Future Building,Investments,Investment,2026-02-02,01:28:03,2026-02-02 01:28:03,4111.79,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2857 | Investments | 4111.79,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2857
2858,MTR-IOS-2858,Group,Shared Purchase,Gift Pool,Contribution,Contribution,2026-03-24,18:23:38,2026-03-24 18:23:38,20903.62,INR,20903.62,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-GIFT_POOL-2858 | Contribution | 20903.62,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2858
2859,MTR-IOS-2859,Business,Business,Business Runway,Funding,Income,2026-01-20,16:31:17,2026-01-20 16:31:17,136029.47,INR,136029.47,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2859 | Funding | 136029.47,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2859
2860,MTR-IOS-2860,Personal,Personal,Future Building,Education,Expense,2025-10-03,22:57:06,2025-10-03 22:57:06,12081.63,INR,-12081.63,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2860 | Education | 12081.63,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2860
2861,MTR-IOS-2861,Group,Shared Purchase,Gift Pool,Gift Purchase,Expense,2026-04-12,07:57:43,2026-04-12 07:57:43,23999.78,INR,-23999.78,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-GIFT_POOL-2861 | Gift Purchase | 23999.78,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2861
2862,MTR-IOS-2862,Business,Business,Business Runway,Revenue,Income,2026-09-01,22:15:08,2026-09-01 22:15:08,66956.7,INR,66956.7,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2862 | Revenue | 66956.70,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2862
2863,MTR-IOS-2863,Personal,Personal,Future Building,Goal Contribution,Transfer,2025-09-30,13:16:36,2025-09-30 13:16:36,10784.06,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2863 | Goal Contribution | 10784.06,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2863
2864,MTR-IOS-2864,Group,Shared Purchase,Gift Pool,Delivery,Expense,2026-06-14,15:40:51,2026-06-14 15:40:51,12944.84,INR,-12944.84,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-GIFT_POOL-2864 | Delivery | 12944.84,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2864
2865,MTR-IOS-2865,Business,Business,Business Runway,Burn,Expense,2026-08-06,11:10:10,2026-08-06 11:10:10,151257.34,INR,-151257.34,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2865 | Burn | 151257.34,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2865
2866,MTR-IOS-2866,Personal,Personal,Lifestyle,Dining,Expense,2025-09-14,21:24:18,2025-09-14 21:24:18,11225.56,INR,-11225.56,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2866 | Dining | 11225.56,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2866
2867,MTR-IOS-2867,Group,Shared Purchase,Gift Pool,Other,Expense,2026-06-04,02:22:54,2026-06-04 02:22:54,11569.38,INR,-11569.38,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-GIFT_POOL-2867 | Other | 11569.38,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2867
2868,MTR-IOS-2868,Business,Business,Business Runway,Reserve,Transfer,2026-05-28,02:17:20,2026-05-28 02:17:20,145721.49,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2868 | Reserve | 145721.49,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2868
2869,MTR-IOS-2869,Personal,Personal,Lifestyle,Shopping,Expense,2026-04-19,06:53:59,2026-04-19 06:53:59,2265.39,INR,-2265.39,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2869 | Shopping | 2265.39,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2869
2870,MTR-IOS-2870,Group,Shared Purchase,Purchase,Item,Expense,2026-08-07,03:02:18,2026-08-07 03:02:18,26339.76,INR,-26339.76,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-PURCHASE-2870 | Item | 26339.76,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2870
2871,MTR-IOS-2871,Business,Business,Business Runway,Loan,Income,2025-12-14,12:42:43,2025-12-14 12:42:43,162211.21,INR,162211.21,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2871 | Loan | 162211.21,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2871
2872,MTR-IOS-2872,Personal,Personal,Lifestyle,Entertainment,Expense,2026-02-22,13:42:32,2026-02-22 13:42:32,403.67,INR,-403.67,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2872 | Entertainment | 403.67,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2872
2873,MTR-IOS-2873,Group,Shared Purchase,Purchase,Shipping,Expense,2025-09-19,17:47:47,2025-09-19 17:47:47,7917.48,INR,-7917.48,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-PURCHASE-2873 | Shipping | 7917.48,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2873
2874,MTR-IOS-2874,Business,Business,Business Runway,Investment,Income,2026-05-03,10:51:54,2026-05-03 10:51:54,154766.06,INR,154766.06,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2874 | Investment | 154766.06,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2874
2875,MTR-IOS-2875,Personal,Personal,Lifestyle,Travel,Expense,2026-04-01,05:35:40,2026-04-01 05:35:40,670.06,INR,-670.06,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2875 | Travel | 670.06,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2875
2876,MTR-IOS-2876,Group,Shared Purchase,Purchase,Tax,Expense,2026-01-14,20:05:36,2026-01-14 20:05:36,19416.8,INR,-19416.8,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-PURCHASE-2876 | Tax | 19416.80,iPhone,B58,HIGH_2501_3000,CREATED,idem-20260902-ios-2876
